,true superclass,mex-152-c,mex-955-c,mex-895-c,mex-313-c,mex-589-c,mex-686-c,mex-959-c,mex-979-c,mex-808-c,mex-595-c,mex-335-c,mex-550-c,mex-333-c,mex-151-c,mex-703-c,mex-592-c,mex-905-c,mex-706-c,mex-575-c,mex-423-c,mex-757-c,mex-573-c,mex-908-c,mex-439-c,mex-555-c,mex-319-c,mex-730-c,mex-685-c,mex-157-c,mex-533-c,mex-159-c,mex-339-c,mex-315-c,mex-705-c,mex-103-c,mex-903-c,mex-578-c,mex-156-c,mex-978-c,mex-153-c,mex-312-c,mex-317-c,mex-731-c,mex-155-c,mex-715-c,mex-276-c,mex-683-c,mex-275-c,mex-770-c,mex-659-c,mex-688-c,mex-768-c,mex-707-c,mex-425-c,mex-429-c,mex-898-c,mex-318-c,mex-135-c,mex-316-c,mex-909-c,mex-568-c,mex-777-c,mex-958-c,mex-656-c,mex-773-c,mex-929-c,mex-928-c,mex-272-c,mex-271-c,mex-616-no-c,mex-909-no-c,mex-945-no-c,mex-484-no-c,mex-555-no-c,mex-601-no-c,mex-451-no-c,mex-118-no-c,mex-585-no-c,mex-858-no-c,mex-606-no-c,mex-101-no-c,mex-595-no-c,mex-568-no-c,mex-875-no-c,mex-576-no-c,mex-434-no-c,mex-948-no-c,mex-611-no-c,mex-949-no-c,mex-416-no-c,mex-551-no-c,mex-561-no-c,mex-821-no-c,mex-941-no-c,mex-526-no-c,mex-454-no-c,mex-825-no-c,mex-905-no-c,mex-808-no-c,mex-686-no-c,mex-164-no-c,mex-111-no-c,mex-838-no-c,mex-554-no-c,mex-944-no-c,mex-896-no-c,mex-758-no-c,mex-565-no-c,mex-605-no-c,mex-943-no-c,mex-521-no-c,mex-751-no-c,mex-880-no-c,mex-396-no-c,mex-115-no-c,mex-947-no-c,mex-848-no-c,mex-563-no-c,mex-756-no-c,mex-782-no-c,mex-559-no-c,mex-833-no-c,mex-114-no-c,mex-169-no-c,mex-446-no-c,mex-890-no-c,mex-466-no-c,mex-566-no-c,mex-878-no-c,mex-757-no-c,mex-883-no-c,mex-452-no-c,mex-489-no-c,mex-874-no-c,mex-119-no-c,mex-904-no-c,mex-232-no-c,mex-831-no-c,mex-106-no-c,mex-617-no-c,mex-572-no-c,mex-575-no-c,mex-458-no-c,mex-959-no-c,mex-666-no-c,mex-231-no-c,mex-946-no-c,mex-871-no-c,mex-836-no-c,mex-313-no-c,mex-804-no-c,mex-393-no-c,mex-455-no-c,mex-236-no-c,mex-487-no-c,mex-942-no-c,mex-142-no-c,mex-882-no-c,mex-824-no-c,mex-316-no-c,mex-469-no-c,mex-238-no-c,mex-806-no-c,mex-828-no-c,mex-161-no-c,mex-278-no-c,mex-485-no-c,mex-908-no-c,mex-894-no-c,mex-527-no-c,mex-855-no-c,mex-599-no-c,mex-755-no-c,mex-211-no-c,mex-859-no-c,mex-613-no-c,mex-753-no-c,mex-525-no-c,mex-841-no-c,mex-801-no-c,mex-303-no-c,mex-810-no-c,mex-938-no-c,mex-391-no-c,mex-823-no-c,mex-999-no-c,mex-398-no-c,mex-577-no-c,mex-971-no-c,mex-816-no-c,mex-839-no-c,mex-889-no-c,mex-417-no-c,mex-271-no-c,mex-976-no-c,mex-834-no-c,mex-309-no-c,mex-668-no-c,mex-326-no-c,mex-811-no-c,mex-571-no-c,mex-215-no-c,mex-212-no-c,mex-461-no-c,mex-237-no-c,mex-639-no-c,mex-141-no-c,mex-218-no-c,mex-414-no-c,mex-754-no-c,mex-891-no-c,mex-578-no-c,mex-165-no-c,mex-103-no-c,mex-385-no-c,mex-898-no-c,mex-522-no-c,mex-681-no-c,mex-131-no-c,mex-574-no-c,mex-901-no-c,mex-573-no-c,mex-462-no-c,mex-964-no-c,mex-569-no-c,mex-373-no-c,mex-301-no-c,mex-879-no-c,mex-887-no-c,mex-868-no-c,mex-979-no-c,mex-234-no-c,mex-899-no-c,mex-684-no-c,mex-667-no-c,mex-663-no-c,mex-397-no-c,mex-977-no-c,mex-151-no-c,pps-symbol-0-c,pps-symbol-1-c,pps-symbol-2-c,pps-symbol-3-c,pps-symbol-4-c,pps-symbol-5-c,pps-symbol-6-c,pps-symbol-7-c,pps-symbol-8-c,pps-symbol-9-c,pps-symbol-10-c,pps-symbol-11-c,pps-symbol-12-c,pps-symbol-13-c,pps-symbol-14-c,pps-symbol-15-c,pps-symbol-16-c,pps-symbol-17-c,pps-symbol-18-c,pps-symbol-19-c,pps-symbol-20-c,pps-symbol-21-c,pps-symbol-22-c,pps-symbol-23-c,pps-symbol-24-c,pps-symbol-25-c,pps-symbol-26-c,pps-symbol-27-c,pps-symbol-28-c,pps-symbol-29-c,pps-symbol-30-c,pps-symbol-31-c,pps-symbol-32-c,pps-symbol-33-c,pps-symbol-34-c,pps-symbol-35-c,pps-symbol-36-c,pps-symbol-37-c,pps-symbol-38-c,pps-symbol-39-c,pps-symbol-40-c,pps-symbol-41-c,pps-symbol-42-c,pps-symbol-43-c,pps-symbol-44-c,pps-symbol-45-c,pps-symbol-46-c,pps-symbol-47-c,pps-symbol-48-c,pps-symbol-49-c,pps-symbol-50-c,pps-symbol-51-c,pps-symbol-52-c,pps-symbol-53-c,pps-symbol-54-c,pps-symbol-55-c,pps-symbol-56-c,pps-symbol-57-c,pps-symbol-58-c,pps-symbol-59-c,pps-symbol-60-c,pps-symbol-61-c,pps-symbol-62-c,pps-symbol-63-c,pps-symbol-64-c,pps-symbol-65-c,pps-symbol-66-c,pps-symbol-67-c,pps-symbol-68-c,pps-symbol-69-c,pps-symbol-70-c,pps-symbol-71-c,pps-symbol-72-c,pps-symbol-73-c,pps-symbol-74-c,pps-symbol-75-c,pps-symbol-76-c,pps-symbol-77-c,pps-symbol-78-c,pps-symbol-79-c,pps-symbol-80-c,pps-symbol-81-c,pps-symbol-82-c,pps-symbol-83-c,pps-symbol-84-c,pps-symbol-85-c,pps-symbol-86-c,pps-symbol-87-c,pps-symbol-88-c,pps-symbol-89-c,pps-symbol-90-c,pps-symbol-91-c,pps-symbol-92-c,pps-symbol-93-c,pps-symbol-94-c,pps-symbol-95-c,pps-symbol-96-c,pps-symbol-97-c,pps-symbol-98-c,pps-symbol-99-c,pps-symbol-0-no-c,pps-symbol-1-no-c,pps-symbol-2-no-c,pps-symbol-3-no-c,pps-symbol-4-no-c,pps-symbol-5-no-c,pps-symbol-6-no-c,pps-symbol-7-no-c,pps-symbol-8-no-c,pps-symbol-9-no-c,pps-symbol-10-no-c,pps-symbol-11-no-c,pps-symbol-12-no-c,pps-symbol-13-no-c,pps-symbol-14-no-c,pps-symbol-15-no-c,pps-symbol-16-no-c,pps-symbol-17-no-c,pps-symbol-18-no-c,pps-symbol-19-no-c,pps-symbol-20-no-c,pps-symbol-21-no-c,pps-symbol-22-no-c,pps-symbol-23-no-c,pps-symbol-24-no-c,pps-symbol-25-no-c,pps-symbol-26-no-c,pps-symbol-27-no-c,pps-symbol-28-no-c,pps-symbol-29-no-c,pps-symbol-30-no-c,pps-symbol-31-no-c,pps-symbol-32-no-c,pps-symbol-33-no-c,pps-symbol-34-no-c,pps-symbol-35-no-c,pps-symbol-36-no-c,pps-symbol-37-no-c,pps-symbol-38-no-c,pps-symbol-39-no-c,pps-symbol-40-no-c,pps-symbol-41-no-c,pps-symbol-42-no-c,pps-symbol-43-no-c,pps-symbol-44-no-c,pps-symbol-45-no-c,pps-symbol-46-no-c,pps-symbol-47-no-c,pps-symbol-48-no-c,pps-symbol-49-no-c,pps-symbol-50-no-c,pps-symbol-51-no-c,pps-symbol-52-no-c,pps-symbol-53-no-c,pps-symbol-54-no-c,pps-symbol-55-no-c,pps-symbol-56-no-c,pps-symbol-57-no-c,pps-symbol-58-no-c,pps-symbol-59-no-c,pps-symbol-60-no-c,pps-symbol-61-no-c,pps-symbol-62-no-c,pps-symbol-63-no-c,pps-symbol-64-no-c,pps-symbol-65-no-c,pps-symbol-66-no-c,pps-symbol-67-no-c,pps-symbol-68-no-c,pps-symbol-69-no-c,pps-symbol-70-no-c,pps-symbol-71-no-c,pps-symbol-72-no-c,pps-symbol-73-no-c,pps-symbol-74-no-c,pps-symbol-75-no-c,pps-symbol-76-no-c,pps-symbol-77-no-c,pps-symbol-78-no-c,pps-symbol-79-no-c,pps-symbol-80-no-c,pps-symbol-81-no-c,pps-symbol-82-no-c,pps-symbol-83-no-c,pps-symbol-84-no-c,pps-symbol-85-no-c,pps-symbol-86-no-c,pps-symbol-87-no-c,pps-symbol-88-no-c,pps-symbol-89-no-c,pps-symbol-90-no-c,pps-symbol-91-no-c,pps-symbol-92-no-c,pps-symbol-93-no-c,pps-symbol-94-no-c,pps-symbol-95-no-c,pps-symbol-96-no-c,pps-symbol-97-no-c,pps-symbol-98-no-c,pps-symbol-99-no-c
suitcase,accessory,0,2,0,2,0,2,0,0,4,0,0,1,1,0,0,1,5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,3,1,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,2,12,1,14,5,5,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,0,3,8,19,2,4,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
orange,food,0,0,0,8,0,1,0,1,8,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,1,16,1,5,4,3,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,2,2,4,13,6,9,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apple,food,0,0,0,3,0,2,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,8,0,2,6,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,4,1,0,4,14,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skis,sports,0,1,3,4,0,1,1,0,9,0,0,1,2,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,15,0,11,2,1,23,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,2,0,3,18,11,16,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parking meter,outdoor,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,0,4,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,1,1,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
laptop,electronic,0,0,1,5,1,0,1,1,1,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,1,0,1,1,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,10,0,17,1,1,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,0,0,5,12,8,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sports ball,sports,0,2,1,4,0,0,0,2,19,0,0,1,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0,1,12,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,1,2,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9,0,13,0,17,0,7,40,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,33,3,3,12,16,11,9,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
donut,food,0,0,1,2,0,2,0,2,4,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,4,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,9,0,13,6,15,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,13,2,2,19,15,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell phone,electronic,0,2,1,12,0,6,0,1,5,0,0,1,0,2,0,0,1,0,0,0,1,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,5,0,0,1,0,1,6,0,0,0,1,0,3,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,1,28,0,14,14,4,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,35,2,1,6,21,18,8,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
potted plant,furniture,0,2,2,4,3,3,1,3,5,1,0,4,2,0,0,0,2,1,1,2,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,6,3,0,0,2,0,3,0,2,0,0,1,0,3,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,3,17,2,30,7,7,21,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,3,2,11,39,18,3,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
